id,participant,song,start,end,moment,songlen,ratio
309,12,1,138.2486025,141.2486025,139.7486025,225,0.6211049
310,12,1,130.7486775,133.7486775,132.2486775,225,0.5877719
311,12,1,218.131137,221.131137,219.631137,225,0.976138386667
312,12,1,192.7480575,195.7480575,194.2480575,225,0.8633247
313,12,2,81.3158385,84.3158385,82.8158385,254,0.326046608268
314,12,2,56.7827505,59.7827505,58.2827505,254,0.229459647638
315,12,2,157.598409,160.598409,159.098409,254,0.626371688976
316,12,2,32.666325,35.666325,34.166325,254,0.134513090551
317,13,1,600.8773095,603.8773095,602.3773095,670,0.899070611194
318,13,1,548.761164,551.761164,550.261164,670,0.821285319403
319,13,1,536.7446175,539.7446175,538.2446175,670,0.803350175373
320,13,1,532.394661,535.394661,533.894661,670,0.796857702985
321,13,1,593.6773815,596.6773815,595.1773815,670,0.88832445
322,13,2,247.8808395,250.8808395,249.3808395,596,0.418424227349
323,14,0,70.065951,73.065951,71.565951,282,0.253779968085
324,14,1,262.1473635,265.1473635,263.6473635,392,0.672569804847
325,14,1,113.1488535,116.1488535,114.6488535,392,0.292471565051
326,14,1,273.4805835,276.4805835,274.9805835,392,0.701481080357
327,14,1,138.3486015,141.3486015,139.8486015,392,0.35675663648
328,14,1,80.4491805,83.4491805,81.9491805,392,0.209054031888
329,14,1,304.9136025,307.9136025,306.4136025,392,0.781667353316
330,14,1,257.430744,260.430744,258.930744,392,0.660537612245
331,14,2,108.7155645,111.7155645,110.2155645,323,0.341224657895
332,14,2,32.366328,35.366328,33.866328,323,0.104849312693
333,15,0,85.8157935,88.8157935,87.3157935,248,0.3520798125
334,15,0,217.3478115,220.3478115,218.8478115,248,0.882450852823
335,15,0,101.532303,104.532303,103.032303,248,0.415452834677
336,15,1,77.532543,80.532543,79.032543,191,0.413782947644
337,15,2,84.9491355,87.9491355,86.4491355,210,0.41166255
338,15,2,49.4828235,52.4828235,50.9828235,210,0.24277535
339,15,2,11.6498685,14.6498685,13.1498685,210,0.0626184214286
340,15,2,123.7820805,126.7820805,125.2820805,210,0.596581335714
341,15,2,55.899426,58.899426,57.399426,210,0.2733306
342,16,2,251.0141415,254.0141415,252.5141415,387,0.652491321705
343,16,2,257.4140775,260.4140775,258.9140775,387,0.669028624031
